,Wyscout id,Player,Team within selected timeframe,League,Age,Minutes played,Position,Primary position,Secondary position,Third position,wPwC,Aerial impact,wSwC,wAwC,wDpwC,wDcwC
25,102598,I. Arce,Deportivo Riestra,ARG Copa de la Liga,32.0,1377,GK,GK,0,0,0.324557616686756,0.8204055164522791,0.1145638423450074,0.1669323812018092,0.1233843952809478,0.2061522549532141
26,479781,N. Insfrán,Gimnasia La Plata,ARG Copa de la Liga,29.0,1377,GK,GK,0,0,0.0467453572006698,0.6249348340838309,0.0,0.0048410452110918,0.1189333003041379,0.164860612596123
27,304976,J. Devecchi,Atlético Tucumán,ARG Copa de la Liga,29.0,1373,GK,GK,0,0,0.0415431726501312,0.476797374307002,0.0,0.0115535775391246,0.3521496024442874,0.1795002696971236
28,306893,L. Acosta,Lanús,ARG Copa de la Liga,29.0,1372,GK,GK,0,0,0.0686700952742068,0.5791996126300395,0.0,0.1153448127334205,0.1934975682714176,0.1588318314939965
29,-129043,S. Ramos Mingo,Defensa y Justicia,ARG Copa de la Liga,22.0,1367,LCB,LCB,0,0,0.2556333179437939,2.5893128931708325,1.004189607578474,0.351710974376512,1.8291128691294616,2.6249148157267874
30,404860,F. Alarcón,Instituto,ARG Copa de la Liga,30.0,1366,"RCB, LCB",RCB,LCB,0,0.143942828756414,3.231115066952877,0.0088879881674146,0.430991602388049,1.5109035096589891,2.314836929994362
31,475707,M. Roffo,Instituto,ARG Copa de la Liga,24.0,1366,GK,GK,0,0,0.2992881963231754,0.7086471506903549,0.0,0.0,0.0571449788107464,0.158396505338813
32,397886,C. Fiermarín,Defensa y Justicia,ARG Copa de la Liga,26.0,1363,GK,GK,0,0,0.0515030745286936,0.4339810839423297,0.0,0.1487272132400081,0.176678870071818,0.2078110257257741
33,17746,F. Monetti,Sarmiento,ARG Copa de la Liga,35.0,1363,GK,GK,0,0,0.0421075044554707,0.4302268717429403,0.0,0.0364737318794135,0.1469002025508477,0.1113324562004438
34,50102,J. Insaurralde,Sarmiento,ARG Copa de la Liga,40.0,1363,"LCB, CB",LCB,CB,0,0.1671309399991552,2.865997349277648,0.6349403593617414,0.3756012726255417,1.7101147856505947,2.5236450804483157
35,56569,H. Galíndez,Huracán,ARG Copa de la Liga,37.0,1360,GK,GK,0,0,0.0780260247854171,0.5192849252920806,0.0,0.0,0.1194591126527976,0.1231022924664182
36,16985,M. Barovero,Banfield,ARG Copa de la Liga,40.0,1360,GK,GK,0,0,0.0334954208331289,0.2299369872546874,0.0,0.0065459314764447,0.0977275368487416,0.1344721301716533
37,446377,A. Cardozo,Tigre,ARG Copa de la Liga,27.0,1346,"DMF, LCMF, RCMF",DMF,LCMF,RCMF,0.3969140026548294,2.0098925196286315,0.4015235538031138,1.152014554061331,1.1244772938341263,1.771199210858803
38,15045,G. Arias,Racing Club,ARG Copa de la Liga,36.0,1334,GK,GK,0,0,0.2863117407853703,0.4574115036163437,0.0,0.0906843442218994,0.1799387282977604,0.1118204860995039
39,-327014,A. Lescano,Argentinos Juniors,ARG Copa de la Liga,22.0,1328,"RCMF3, LCMF3",RCMF3,LCMF3,0,1.8199124209439608,0.3745719351577494,1.8180934039530392,1.2817570732509855,1.2602459308211944,1.699777612546452
40,472283,M. Luna Diale,Unión Santa Fe,ARG Copa de la Liga,25.0,1319,LCMF3,LCMF3,0,0,0.8696273413968647,1.5069822411915137,0.8278136976986481,3.0760979597477225,1.555423260141617,1.6918719914444669
41,-132507,S. Longo,Belgrano,ARG Copa de la Liga,26.0,1315,"DMF, RCMF, LCMF",DMF,RCMF,LCMF,0.662520500874511,1.5264730614238895,0.0953533130159892,0.6356348002228808,2.0683984930841097,1.978217234017118
42,390555,F. Mallo,Rosario Central,ARG Copa de la Liga,29.0,1314,RCB,RCB,0,0,0.227128777178414,2.665605946796961,0.1575355140415319,0.3728465761029893,1.4809100233668162,2.366264584561512
43,-93678,A. Méndez,Newell's Old Boys,ARG Copa de la Liga,28.0,1311,RB,RB,0,0,1.7809869480859497,1.0475714982703552,0.1087982455055608,2.900502339932567,1.4869269969995822,1.4373451745555583
44,19305,M. Isla,Independiente,ARG Copa de la Liga,36.0,1304,"RB, RB5",RB,RB5,0,3.2695596010822,1.5159854929275975,0.6776828904809657,0.9644306663183771,1.48753511075444,1.000533682314246
45,398805,F. Petroli,Godoy Cruz,ARG Copa de la Liga,26.0,1303,GK,GK,0,0,0.0338919104837679,0.8257818788965864,0.0,0.0048410452110918,0.0781314264030016,0.1339979976135665
